Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,House_Age,Street_Pave,Central Air_Y,SalePrice_Log,Target
1496,908152110,60,RL,72.0,-0.3536984929681826,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1976,2001,Hip,CompShg,Plywood,Plywood,None,0.0,3,TA,CBlock,TA,TA,Av,ALQ,288.0,Unf,0.0,396.0,684.0,GasA,TA,SBrkr,684,714,0,-0.19351524801759684,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1976.0,Fin,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,2,2008,WD ,Normal,160500,32,1,1,11.986055452062393,1
2569,535125060,60,RL,88.0,0.47716639226120167,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,3,TA,CBlock,TA,TA,No,Rec,445.0,Unf,0.0,479.0,924.0,GasA,Ex,SBrkr,1216,941,0,1.280793242746043,0.0,0.0,2,1,4,1,Gd,8,Typ,2,Gd,Attchd,1966.0,Fin,2.0,487.0,TA,TA,Y,105,66,0,0,0,0,None,GdPrv,None,0,5,2006,WD ,Normal,226000,40,1,1,12.328294703023394,1
65,528382030,60,RL,58.0,0.7822125001239899,None,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,4,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1195.0,1195.0,GasA,Gd,SBrkr,1195,644,0,0.6630987762600911,0.0,0.0,2,1,4,1,TA,7,Typ,0,None,Attchd,1998.0,Fin,2.0,486.0,TA,TA,Y,0,81,0,0,0,0,None,None,None,0,6,2010,WD ,Normal,221000,12,1,1,12.30592250537653,1
1181,533250160,120,RL,32.0,0.07906341725272238,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,TA,PConc,Gd,TA,Gd,GLQ,1619.0,Unf,0.0,100.0,1719.0,GasA,Ex,SBrkr,1719,0,0,0.43000652475595835,2.0,0.0,1,1,1,1,Gd,6,Typ,2,Gd,Attchd,1993.0,Fin,2.0,473.0,TA,TA,Y,122,30,0,0,0,0,None,None,None,0,5,2008,Con,Normal,324000,15,1,1,12.688501881189456,1
493,528292070,60,RL,68.0,-0.1691277934636551,None,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,4,TA,PConc,Gd,TA,No,ALQ,772.0,Unf,0.0,220.0,992.0,GasA,Ex,SBrkr,1022,1038,0,1.0923770061135356,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,BuiltIn,1999.0,RFn,2.0,390.0,TA,TA,Y,0,0,0,168,0,0,None,GdPrv,None,0,6,2009,WD ,Normal,214000,10,1,1,12.273735966890268,1
380,527355150,20,RL,80.0,-0.06883053231810801,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,4,TA,PConc,Gd,TA,No,ALQ,1104.0,Unf,0.0,1420.0,2524.0,GasA,TA,SBrkr,2524,0,0,1.993667045262849,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1981.0,Fin,2.0,542.0,TA,TA,Y,474,120,0,0,0,0,None,MnPrv,None,0,7,2009,WD ,Normal,278000,28,1,1,12.535379989788607,1
764,904301070,90,RL,60.0,0.07360344800692929,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,3,Gd,CBlock,Gd,Gd,Gd,GLQ,1200.0,Unf,0.0,0.0,1200.0,GasA,TA,SBrkr,1200,0,0,-0.5781174629994159,3.0,0.0,3,0,3,1,TA,5,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,120,0,0,0,0,0,None,None,None,0,3,2009,WD ,Alloca,179000,22,1,1,12.095146671399466,1
2265,916403040,20,RL,42.0,0.017935500696560545,None,Reg,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,7,1985,1985,Gable,CompShg,Plywood,Plywood,None,0.0,3,TA,CBlock,Gd,TA,No,ALQ,215.0,BLQ,80.0,970.0,1265.0,GasA,Gd,SBrkr,1240,0,0,-0.5004200458313717,0.0,1.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1985.0,Unf,2.0,528.0,TA,TA,Y,232,0,0,0,0,0,None,None,None,0,7,2007,WD ,Normal,174000,22,1,1,12.066816325306588,1
1077,528186170,120,RL,48.0,-0.46764567722821243,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,196.0,4,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1318.0,1342.0,GasA,Ex,SBrkr,1342,0,0,-0.3022916320528588,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,2.0,550.0,TA,TA,Y,0,35,0,0,0,0,None,None,None,0,2,2008,WD ,Normal,219500,2,1,1,12.299112067295642,1
2344,527302080,50,RL,68.0,0.43408011321287787,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,4,Gd,PConc,Gd,Gd,No,GLQ,1002.0,LwQ,202.0,0.0,1204.0,GasA,Gd,SBrkr,1377,806,0,1.3312965639052718,0.0,0.0,2,1,4,1,Gd,9,Typ,0,None,Attchd,1988.0,Unf,3.0,786.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,2,2006,WD ,Normal,229000,18,1,1,12.34148164933907,1
1017,527301170,60,RL,46.0,1.2301673682462322,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,BrkFace,123.0,3,Gd,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,791.0,791.0,GasA,Gd,SBrkr,1236,857,0,1.1564773752771722,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1986.0,Fin,2.0,542.0,TA,TA,Y,364,63,0,0,0,0,None,MnPrv,None,0,11,2008,WD ,Normal,215000,22,1,1,12.278397958261774,1
456,528175060,120,RL,34.0,-0.6147087619138134,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,0.0,410.0,1314.0,GasA,Ex,SBrkr,1314,0,0,-0.3566798240704898,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2.0,626.0,TA,TA,Y,172,62,0,0,0,0,None,None,None,0,7,2009,WD ,Normal,230000,2,1,1,12.345838935721968,1
816,906230010,90,RL,68.0,0.19882665570935792,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,3,TA,PConc,Ex,TA,No,GLQ,820.0,Unf,0.0,348.0,1168.0,GasA,Ex,SBrkr,1168,1619,0,2.50452756314274,2.0,0.0,4,2,6,2,TA,8,Typ,2,TA,BuiltIn,2000.0,Fin,4.0,820.0,TA,TA,Y,312,0,0,0,0,0,None,None,None,0,10,2009,WD ,Normal,269500,9,1,1,12.504327379899443,1
2318,527108020,20,RL,50.0,0.555386386456368,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,4,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1670.0,1670.0,GasA,Ex,SBrkr,1670,0,0,0.3348271887251041,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3.0,690.0,TA,TA,Y,144,60,0,0,0,0,None,None,None,0,8,2006,New,Partial,240000,0,1,1,12.388398368982115,1
996,527106150,60,RL,59.0,-0.13506233316925034,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,TA,PConc,Gd,TA,Gd,GLQ,828.0,Unf,0.0,115.0,943.0,GasA,Gd,SBrkr,943,695,0,0.2726692549906687,1.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1998.0,Fin,2.0,472.0,TA,TA,Y,100,38,0,0,0,0,None,None,None,0,7,2008,WD ,Normal,192000,10,1,1,12.165255859329688,1
2778,907187010,60,RL,72.0,0.38529647495155256,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,TA,PConc,Gd,TA,Mn,GLQ,894.0,Unf,0.0,57.0,951.0,GasA,Ex,SBrkr,951,828,0,0.5465526505080247,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2.0,586.0,TA,TA,Y,208,107,0,0,0,0,None,None,None,0,9,2006,WD ,Normal,217000,7,1,1,12.28765724080691,1
2450,528358030,60,RL,83.0,-0.01909733418794915,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,4,TA,PConc,Gd,TA,No,ALQ,527.0,Unf,0.0,815.0,1342.0,GasA,Ex,SBrkr,1358,1368,0,2.3860390019614726,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1995.0,RFn,3.0,725.0,TA,TA,Y,307,169,168,0,0,0,None,None,None,0,6,2006,WD ,Normal,350000,11,1,1,12.765691290604371,1
1130,528488140,20,FV,62.0,-0.31808999788692327,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,4,TA,PConc,Gd,TA,No,GLQ,902.0,Unf,0.0,316.0,1218.0,GasA,Ex,SBrkr,1218,0,0,-0.5431536252737961,1.0,0.0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2008.0,Fin,2.0,462.0,TA,TA,Y,168,168,0,0,0,0,None,None,None,0,4,2008,New,Partial,230348,1,1,1,12.347350829134758,1
1022,527302210,20,RL,85.0,0.506840138162251,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1979,1979,Hip,CompShg,Plywood,Plywood,BrkFace,194.0,4,TA,CBlock,Gd,Fa,No,ALQ,864.0,LwQ,449.0,469.0,1782.0,GasA,TA,SBrkr,1782,0,0,0.552379956795628,0.0,1.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1979.0,Fin,2.0,551.0,TA,TA,Y,467,0,0,0,0,0,None,None,None,0,3,2008,WD ,Normal,220000,29,1,1,12.301387370778713,1
1586,916477020,60,RL,85.0,0.24499900433139085,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,4,TA,PConc,Gd,TA,Gd,GLQ,871.0,Unf,0.0,611.0,1482.0,GasA,Ex,SBrkr,1482,780,0,1.484748962812159,1.0,0.0,2,1,4,1,Gd,10,Typ,2,Gd,Attchd,2003.0,Fin,3.0,749.0,TA,TA,Y,168,0,0,0,0,0,None,None,None,0,8,2008,WD ,Normal,305000,5,1,1,12.628070334272698,1
1479,907418010,20,RL,85.0,0.10422675377681231,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,4,TA,PConc,Gd,TA,No,GLQ,56.0,Unf,0.0,1508.0,1564.0,GasA,Ex,SBrkr,1564,0,0,0.12892903322978683,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2007.0,RFn,3.0,814.0,TA,TA,Y,0,24,0,0,0,0,None,None,None,0,2,2008,WD ,Normal,218836,1,1,1,12.296082439438212,1
1391,905201110,20,RL,88.0,0.4741990176710967,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,TA,CBlock,TA,Gd,Gd,GLQ,776.0,Unf,0.0,212.0,988.0,GasA,TA,FuseA,1188,0,0,-0.6014266881498292,1.0,0.0,1,0,1,1,TA,4,Typ,1,TA,Attchd,1956.0,Unf,2.0,621.0,TA,TA,Y,102,89,231,0,0,0,None,None,None,0,6,2008,WD ,Normal,185000,52,1,1,12.128116509451258,1
2825,908178050,60,RL,90.0,0.1044641437440207,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1150.0,1150.0,GasA,Ex,SBrkr,1164,1150,0,1.5857556051306168,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Ex,BuiltIn,2003.0,Fin,2.0,502.0,TA,TA,Y,0,274,0,0,0,0,None,None,None,0,2,2006,ConLD,Normal,229000,3,1,1,12.34148164933907,1
242,905453080,20,RL,44.0,0.8670794134009913,None,IR2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,4,TA,PConc,Gd,TA,Gd,GLQ,1346.0,Unf,0.0,162.0,1508.0,GasA,Ex,SBrkr,1508,0,0,0.02015264919452486,1.0,0.0,1,0,1,1,Gd,5,Typ,2,TA,Attchd,2009.0,RFn,2.0,572.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,1,2010,Con,Partial,308030,1,1,1,12.637955706241554,1
2364,527427210,120,RH,26.0,-0.16699128375877956,None,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2002,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,TA,PConc,Gd,TA,No,GLQ,951.0,Unf,0.0,536.0,1487.0,GasA,Ex,SBrkr,1419,0,0,-0.1527241040043736,1.0,0.0,2,0,2,1,Gd,4,Typ,0,None,Attchd,2002.0,Fin,2.0,543.0,TA,TA,Y,196,68,0,0,0,0,None,None,None,0,9,2006,WD ,Normal,190000,4,1,1,12.154784614286667,1
2436,528250060,60,RL,63.0,-0.2735793790353491,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,783.0,783.0,GasA,Ex,SBrkr,807,702,0,0.022095084623725968,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2003.0,Fin,2.0,393.0,TA,TA,Y,0,75,0,0,0,0,None,None,None,0,7,2006,WD ,Normal,180000,3,1,1,12.100717685412471,1
2215,909276160,70,RL,78.0,0.2359781855774718,None,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,TA,PConc,Gd,TA,Mn,BLQ,428.0,Unf,0.0,537.0,965.0,GasA,TA,SBrkr,1940,1254,0,3.2950987828275906,0.0,0.0,2,1,4,1,TA,10,Typ,2,Gd,Basment,1934.0,Unf,2.0,380.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,9,2007,WD ,Alloca,359100,73,1,1,12.791358964949923,1
647,535351050,20,RL,75.0,0.5197778913751087,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,4,TA,CBlock,TA,TA,No,BLQ,650.0,Rec,180.0,178.0,1008.0,GasA,Ex,SBrkr,1363,0,0,-0.2615004880396356,1.0,0.0,1,0,2,1,TA,6,Min1,2,TA,CarPort,1951.0,Unf,1.0,288.0,TA,TA,Y,324,42,0,0,168,0,None,None,Shed,2000,6,2009,WD ,Normal,164900,58,1,1,12.013100572810686,1
1529,909254050,70,RL,54.0,-0.3051522446740657,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,8,9,1925,1997,Gable,CompShg,Stucco,Stucco,None,0.0,4,Gd,PConc,Fa,TA,No,ALQ,406.0,Unf,0.0,392.0,798.0,GasA,Ex,SBrkr,798,714,0,0.027922390911329285,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,180.0,TA,TA,P,85,16,41,0,0,0,None,GdPrv,None,0,6,2008,WD ,Normal,231000,83,1,1,12.35017731849889,1
2735,905426100,20,RL,78.0,-0.282481502805664,None,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,Gd,CBlock,TA,Gd,No,GLQ,603.0,Unf,0.0,293.0,896.0,GasA,Ex,SBrkr,1112,896,0,0.9913703637950781,1.0,0.0,3,0,3,1,Ex,8,Typ,0,None,Attchd,1948.0,Unf,1.0,230.0,TA,TA,Y,103,0,0,0,0,0,None,None,None,0,8,2006,WD ,Normal,225000,58,1,1,12.323860125621126,1
2748,906204180,60,RL,88.0,0.23123038623330391,None,IR1,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,4,1989,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,4,TA,CBlock,Gd,TA,No,ALQ,549.0,Unf,0.0,319.0,868.0,GasA,Ex,SBrkr,1313,1246,0,2.0616522852848878,0.0,0.0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1989.0,RFn,2.0,506.0,TA,TA,Y,0,245,0,0,168,0,None,MnPrv,None,0,11,2006,WD ,Abnorml,209000,17,1,1,12.250094315624496,1
2559,534455080,20,RL,80.0,-0.06883053231810801,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,TA,CBlock,TA,TA,Mn,BLQ,915.0,Unf,0.0,336.0,1251.0,GasA,TA,SBrkr,1433,0,0,-0.12553000799555813,1.0,0.0,1,0,3,1,TA,7,Min1,1,Gd,Attchd,1961.0,Unf,2.0,441.0,TA,TA,Y,144,0,205,0,0,0,None,None,None,0,6,2006,WD ,Normal,161000,45,1,1,11.989165855127435,1
1083,528228445,120,RL,43.0,-0.8306149370898491,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,4,TA,PConc,Gd,Gd,No,GLQ,16.0,Unf,0.0,1330.0,1346.0,GasA,Ex,SBrkr,1504,0,0,0.012382907477720435,0.0,0.0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,437.0,TA,TA,Y,156,20,0,0,0,0,None,None,None,0,5,2008,WD ,Normal,191000,3,1,1,12.160033942617156,1
475,528235010,60,RL,71.0,-0.28307497772368495,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,TA,PConc,Gd,TA,No,GLQ,425.0,Unf,0.0,291.0,716.0,GasA,Ex,SBrkr,716,716,0,-0.12747244342475925,1.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2.0,432.0,TA,TA,Y,100,51,0,0,0,0,None,None,None,0,7,2009,WD ,Normal,188500,5,1,1,12.146858590895919,1
748,903400220,75,RL,68.0,0.20274359016829643,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,844.0,844.0,GasA,Gd,FuseA,1445,689,0,1.2361172278744175,0.0,0.0,2,0,5,1,Gd,10,Typ,0,None,Detchd,1930.0,Unf,2.0,441.0,TA,TA,Y,0,60,268,0,0,0,None,None,None,0,7,2009,WD ,Normal,214500,93,1,0,12.276069679344003,1
22,527358200,85,RL,85.0,0.052831825876194685,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,3,TA,CBlock,Gd,TA,Gd,GLQ,885.0,LwQ,168.0,0.0,1053.0,GasA,TA,SBrkr,1173,0,0,-0.6305632195878458,1.0,0.0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1974.0,RFn,2.0,528.0,TA,TA,Y,0,120,0,0,0,0,None,MnPrv,None,0,1,2010,WD ,Family,170000,36,1,1,12.04355959836804,1
460,528180130,120,RL,48.0,-0.44010844103203856,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,BrkFace,500.0,5,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1451.0,1451.0,GasA,Ex,SBrkr,1456,0,0,-0.08085399312393268,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,RFn,2.0,539.0,TA,TA,Y,192,42,0,0,0,0,None,None,None,0,4,2009,WD ,Normal,248500,1,1,1,12.423202148655593,1
1185,534104100,60,FV,68.0,-0.31808999788692327,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,952.0,952.0,GasA,Ex,SBrkr,952,860,0,0.6106530196716612,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2002.0,RFn,2.0,469.0,TA,TA,Y,144,112,0,0,0,0,None,None,None,0,4,2008,WD ,Normal,205000,6,1,1,12.230770136157428,1
2325,527163020,60,RL,68.0,-0.2961314259201467,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,TA,PConc,Gd,TA,No,ALQ,518.0,Unf,0.0,179.0,697.0,GasA,Gd,SBrkr,697,804,0,0.006555601190117114,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1993.0,Fin,2.0,420.0,TA,TA,Y,190,63,0,0,0,0,None,None,None,0,5,2006,WD ,Normal,165600,13,1,1,12.017336559562407,1
2434,528235190,60,RL,59.0,-0.11975068028430884,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,848.0,848.0,GasA,Ex,SBrkr,848,750,0,0.19497183782262445,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2.0,433.0,TA,TA,Y,100,48,0,0,0,0,None,None,None,0,7,2006,WD ,Normal,201490,2,1,1,12.213499994358957,1
2854,909253080,70,RL,54.0,-0.09268822402255175,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,8,1919,1950,Gable,CompShg,MetalSd,Stucco,None,0.0,3,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,818.0,818.0,GasA,TA,SBrkr,818,818,0,0.26878438413226646,0.0,0.0,1,1,4,1,Gd,7,Typ,1,Gd,Detchd,1919.0,Unf,1.0,288.0,Fa,TA,N,0,0,212,0,0,0,None,None,None,0,9,2006,WD ,Abnorml,167000,87,1,1,12.025755079404917,1
2392,528138030,60,RL,85.0,0.20701660957804757,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,286.0,5,TA,PConc,Ex,TA,No,GLQ,998.0,Unf,0.0,177.0,1175.0,GasA,Ex,SBrkr,1182,1142,0,1.6051799594226277,1.0,0.0,3,0,4,1,Ex,11,Typ,2,Gd,BuiltIn,2005.0,Fin,3.0,736.0,TA,TA,Y,147,21,0,0,0,0,None,None,None,0,7,2006,New,Partial,345000,1,1,1,12.75130259456002,1
1686,528102090,20,RL,90.0,0.17971676334908207,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,5,TA,PConc,Ex,TA,Av,GLQ,48.0,Unf,0.0,1774.0,1822.0,GasA,Ex,SBrkr,1828,0,0,0.641731986538879,0.0,0.0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2007.0,Unf,3.0,774.0,TA,TA,Y,0,108,0,0,260,0,None,None,None,0,7,2007,New,Partial,314813,0,1,1,12.659737267217572,1
1239,535153140,20,RL,82.0,-0.040343736253100546,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1998,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,TA,CBlock,TA,TA,No,ALQ,1053.0,Unf,0.0,195.0,1248.0,GasA,TA,SBrkr,1440,0,0,-0.11193295999115038,1.0,0.0,2,0,2,1,Gd,7,Typ,0,None,Attchd,1959.0,RFn,1.0,480.0,TA,TA,Y,150,0,0,0,256,0,None,None,None,0,6,2008,WD ,Normal,185000,49,1,1,12.128116509451258,1
